id,Date,items
1305,06-05-2015,"""pastry"",""sausage"",""chicken"",""frankfurter"",""Instant food products"",""brown bread"",""dish cleaner"",""domestic eggs"",""coffee"",""whole milk"",""yogurt"",""yogurt"",""sweet spreads"""
1306,11-05-2015,"""pork"",""pork"",""root vegetables"",""whole milk"",""pip fruit"",""newspapers"",""soda"",""candy"""
1307,09-09-2015,"""curd"",""white bread"",""other vegetables"",""sausage"",""root vegetables"",""salt"",""citrus fruit"",""ice cream"",""frozen potato products"",""hygiene articles"",""specialty chocolate"",""whole milk"",""onions"",""butter"",""citrus fruit"",""pastry"",""butter"",""domestic eggs"",""rolls/buns"",""shopping bags"",""dessert"",""mustard"",""butter milk"",""dental care"""
1308,02-05-2015,"""beef"",""sausage"",""citrus fruit"",""sparkling wine"",""yogurt"",""grapes"",""yogurt"",""other vegetables"",""soda"",""bottled water"",""other vegetables"",""rolls/buns"""
1309,04-05-2015,"""chicken"",""root vegetables"",""canned beer"",""chicken"",""turkey"",""root vegetables"",""pastry"",""whole milk"",""salty snack"",""butter milk"",""pastry"",""vinegar"",""bottled water"",""domestic eggs"",""curd"",""shopping bags"",""butter"""
1310,10-02-2015,"""detergent"",""long life bakery product"",""frankfurter"",""whole milk"",""other vegetables"",""rolls/buns"",""pip fruit"",""red/blush wine"",""pork"",""margarine"",""frozen dessert"""
1311,30-09-2015,"""pip fruit"",""soda"",""onions"",""photo/film"",""misc. beverages"",""coffee"""
1312,10-06-2015,"""coffee"",""rolls/buns"",""napkins"",""hamburger meat"",""fruit/vegetable juice"",""cocoa drinks"",""shopping bags"""
1313,19-07-2015,"""other vegetables"",""whole milk"",""sliced cheese"",""root vegetables"",""canned vegetables"""
1314,02-04-2015,"""chicken"",""frankfurter"",""whole milk"",""grapes"",""canned beer"",""other vegetables"",""bottled water"",""salty snack"",""chocolate"",""pot plants"",""sugar"",""dishes"",""hygiene articles"",""whole milk"",""dental care"""
1315,05-01-2015,"""root vegetables"",""beverages"",""root vegetables"",""cat food"""
1316,03-07-2015,"""ham"",""other vegetables"",""beef"",""bottled beer"",""sugar"",""canned fruit"",""soda"",""waffles"",""yogurt"",""butter milk"",""detergent"",""shopping bags"",""butter milk"",""photo/film"""
1317,16-09-2015,"""soda"",""cream cheese """
1318,03-09-2015,"""tropical fruit"",""whole milk"",""bottled beer"",""root vegetables"",""brown bread"",""pastry"",""pastry"",""tropical fruit"",""cream cheese "",""dessert"",""red/blush wine"",""baking powder"""
1319,22-12-2015,"""tropical fruit"",""cat food"""
1320,06-05-2015,"""sausage"",""tropical fruit"",""rolls/buns"",""frankfurter"",""whole milk"",""herbs"",""canned fish"",""domestic eggs"",""chocolate"""
1321,26-08-2015,"""bottled beer"",""misc. beverages"",""bottled water"",""dessert"",""pot plants"",""liquor (appetizer)"""
1322,01-04-2015,"""turkey"",""soft cheese"",""whipped/sour cream"",""root vegetables"",""frozen vegetables"",""white bread"""
1323,18-05-2015,"""meat"",""whole milk"",""root vegetables"",""sausage"",""sausage"",""ham"",""root vegetables"",""bottled beer"",""brown bread"",""bottled water"",""other vegetables"",""UHT-milk"",""sliced cheese"",""domestic eggs"",""rum"",""shopping bags"",""canned vegetables"",""frozen vegetables"",""salty snack"",""canned beer"",""white bread"""
1324,07-09-2015,"""soda"",""root vegetables"",""sausage"",""meat"",""jam"",""canned beer"",""pip fruit"",""liquor (appetizer)"",""salt"",""yogurt"",""dessert"",""brown bread"",""dessert"",""beverages"",""yogurt"""
1325,09-07-2015,"""rolls/buns"",""cream cheese "",""tropical fruit"",""sugar"",""other vegetables"",""bottled water"",""soda"",""spread cheese"",""specialty bar"""
1326,27-07-2015,"""dessert"",""dishes"",""frankfurter"",""frankfurter"",""ice cream"",""chocolate"",""condensed milk"",""other vegetables"",""tropical fruit"",""citrus fruit"",""specialty cheese"",""coffee"",""butter"",""yogurt"",""whole milk"""
1327,09-09-2015,"""sausage"",""ham"",""butter"",""sausage"",""turkey"",""canned beer"",""fruit/vegetable juice"",""other vegetables"",""curd"",""bottled water"",""berries"",""brown bread"",""whole milk"",""grapes"",""canned beer"",""curd"",""organic sausage"",""other vegetables"",""soda"",""cling film/bags"""
1328,29-09-2015,"""pork"",""pip fruit"",""whole milk"",""other vegetables"",""bottled water"",""dishes"",""hygiene articles"",""waffles"",""UHT-milk"",""whole milk"",""specialty bar"",""other vegetables"",""cat food"",""house keeping products"""
1329,08-12-2015,"""hamburger meat"",""chicken"",""bottled beer"",""cream cheese "",""citrus fruit"",""chicken"",""pork"",""citrus fruit"",""whole milk"",""pet care"",""packaged fruit/vegetables"",""napkins"",""condensed milk"",""specialty chocolate"",""whole milk"",""other vegetables"""
1330,18-04-2015,"""sausage"",""chicken"",""frozen vegetables"",""whole milk"",""curd"",""chicken"",""tropical fruit"",""cream cheese """
1331,09-03-2015,"""rolls/buns"",""bottled water"",""cling film/bags"",""butter milk"""
1332,25-07-2015,"""misc. beverages"",""root vegetables"",""root vegetables"",""salty snack"",""whole milk"",""beef"",""white bread"",""packaged fruit/vegetables"",""semi-finished bread"",""misc. beverages"",""other vegetables"",""domestic eggs"",""brown bread"",""domestic eggs"",""shopping bags"",""frozen dessert"""
1333,14-02-2015,"""pastry"",""frankfurter"",""rolls/buns"",""specialty chocolate"",""canned beer"",""sausage"",""napkins"",""waffles"",""ice cream"",""onions"",""rice"",""margarine"",""pasta"",""rolls/buns"",""butter milk"",""dental care"",""chocolate"""
1334,18-02-2015,"""soda"",""citrus fruit"",""chicken"",""soda"",""bottled beer"",""root vegetables"",""pastry"",""yogurt"",""coffee"",""other vegetables"",""bottled beer"",""oil"""
1335,18-05-2015,"""domestic eggs"",""specialty cheese"",""whole milk"",""cream cheese "",""butter milk"",""flour"",""berries"""
1336,11-06-2015,"""soda"",""canned beer"",""sausage"",""sausage"",""whole milk"",""whole milk"",""pickled vegetables"",""misc. beverages"",""semi-finished bread"",""hygiene articles"",""yogurt"",""pastry"",""salty snack"""
1337,06-07-2015,"""pip fruit"",""beverages"",""bottled beer"",""newspapers"",""long life bakery product"",""newspapers"",""pickled vegetables"",""hygiene articles"",""mustard"""
1338,24-08-2015,"""yogurt"",""berries"",""whole milk"",""sausage"",""grapes"",""pork"",""sugar"",""other vegetables"",""dental care"",""butter"",""pork"",""coffee"",""chewing gum"",""rolls/buns"",""seasonal products"",""newspapers"",""cling film/bags"",""curd cheese"",""canned vegetables"""
1339,09-12-2015,"""frankfurter"",""whole milk"",""ham"",""whole milk"",""yogurt"",""pickled vegetables"",""shopping bags"",""semi-finished bread"""
1340,11-12-2015,"""sausage"",""citrus fruit"",""frankfurter"",""rolls/buns"",""whole milk"",""beef"",""hamburger meat"",""meat"",""curd"",""butter"",""roll products "",""rolls/buns"",""soft cheese"",""ice cream"",""long life bakery product"",""pip fruit"",""margarine"",""bottled beer"""
1341,05-02-2015,"""oil"",""yogurt"",""other vegetables"",""detergent"",""rolls/buns"""
1342,21-03-2015,"""tropical fruit"",""hamburger meat"",""tropical fruit"",""soda"",""tropical fruit"",""soda"",""whipped/sour cream"",""rolls/buns"",""specialty bar"",""grapes"",""brown bread"",""curd"",""yogurt"",""canned vegetables"",""dessert"",""curd"",""whole milk"",""tidbits"""
1343,02-04-2015,"""citrus fruit"",""citrus fruit"",""frankfurter"",""mayonnaise"",""hamburger meat"",""whole milk"",""other vegetables"",""whipped/sour cream"",""pastry"",""specialty chocolate"",""chocolate"",""misc. beverages"""
1344,29-10-2015,"""napkins"",""sausage"",""beef"",""frozen vegetables"",""brown bread"""
1345,09-02-2015,"""whole milk"",""frankfurter"",""napkins"",""other vegetables"",""yogurt"",""flour"",""sugar"",""frozen potato products"""
1346,20-09-2015,"""coffee"",""frankfurter"",""pork"",""hard cheese"",""frozen vegetables"",""semi-finished bread"",""domestic eggs"""
1347,26-04-2015,"""tropical fruit"",""chicken"",""UHT-milk"",""ice cream"",""whole milk"""
1348,10-04-2015,"""canned beer"",""tropical fruit"",""sausage"",""sausage"",""hamburger meat"",""root vegetables"",""soda"",""whole milk"",""sliced cheese"",""pastry"",""soda"",""candles"",""pastry"",""newspapers"",""white bread"""
1349,05-11-2015,"""canned beer"",""citrus fruit"",""sausage"",""sausage"",""hamburger meat"",""salty snack"",""rolls/buns"",""frozen potato products"",""bottled beer"",""rolls/buns"",""soda"""
1350,08-03-2015,"""rum"",""liquor"",""soda"",""coffee"",""cream"",""dessert"",""coffee"",""sliced cheese"""
1351,23-10-2015,"""pastry"",""root vegetables"",""dishes"",""soda"",""yogurt"",""pastry"",""detergent"",""newspapers"""
1352,29-09-2015,"""whole milk"",""ice cream"",""liquor"",""whole milk"",""yogurt"",""citrus fruit"",""shopping bags"",""UHT-milk"",""other vegetables"",""bottled water"",""whipped/sour cream"",""other vegetables"",""onions"",""female sanitary products"",""curd"""
1353,28-02-2015,"""yogurt"",""sausage"",""bottled beer"",""canned beer"",""newspapers"",""chocolate"",""sugar"",""soda"",""butter"""
1354,14-10-2015,"""pastry"",""citrus fruit"",""chicken"",""citrus fruit"",""whole milk"",""soda"",""specialty bar"",""soda"",""spread cheese"",""newspapers"",""soda"",""detergent"",""yogurt"",""sliced cheese"",""yogurt"",""whole milk"",""salty snack"",""other vegetables"",""shopping bags"""
1355,13-03-2015,"""canned beer"",""grapes"",""yogurt"",""semi-finished bread"",""salty snack"""
1356,23-12-2015,"""tropical fruit"",""finished products"",""rolls/buns"",""rolls/buns"",""coffee"",""oil"",""frozen vegetables"",""hamburger meat"",""newspapers"""
1357,01-12-2015,"""rolls/buns"",""other vegetables"",""berries"",""dishes"",""newspapers"",""meat spreads"""
1358,10-01-2015,"""frankfurter"",""specialty chocolate"",""tropical fruit"",""whole milk"",""other vegetables"",""root vegetables"",""dishes"",""liquor"",""soda"",""cat food"",""newspapers"",""sugar"",""newspapers"",""bottled beer"",""rolls/buns"""
1359,12-08-2015,"""sausage"",""frankfurter"",""frozen vegetables"",""root vegetables"",""specialty bar"",""beef"",""other vegetables"",""butter"",""UHT-milk"",""yogurt"",""rolls/buns"",""abrasive cleaner"",""napkins"",""newspapers"",""rolls/buns"""
1360,18-06-2015,"""whole milk"",""soda"",""other vegetables"",""tropical fruit"",""ice cream"""
1361,22-11-2015,"""whole milk"",""frankfurter"",""frankfurter"",""beef"",""domestic eggs"",""chicken"",""rolls/buns"",""canned vegetables"",""tropical fruit"",""frozen potato products"",""hard cheese"",""processed cheese"",""curd"",""shopping bags"",""bottled water"",""bottled water"",""root vegetables"",""curd"",""cake bar"",""salty snack"",""salt"",""fruit/vegetable juice"",""bottled water"",""newspapers"""
1362,06-10-2015,"""whole milk"",""liver loaf"",""other vegetables"",""soda"",""citrus fruit"",""salty snack"",""yogurt"""
1363,05-09-2015,"""domestic eggs"",""canned beer"",""whole milk"",""meat"",""rice"""
1364,09-05-2015,"""soda"",""oil"",""whole milk"",""yogurt"",""domestic eggs"",""oil"",""specialty bar"""
1365,23-07-2015,"""ham"",""other vegetables"",""pastry"",""canned beer"",""white bread"",""newspapers"",""soda"",""rolls/buns"",""sugar"",""brown bread"",""waffles"""
1366,21-11-2015,"""curd"",""pip fruit"",""citrus fruit"",""yogurt"",""fruit/vegetable juice"",""whole milk"",""domestic eggs"""
1367,19-11-2015,"""bottled water"",""whole milk"",""yogurt"",""soda"",""dog food"",""pip fruit"",""curd"",""other vegetables"",""semi-finished bread"",""margarine"",""napkins"",""rolls/buns"",""yogurt"",""soda"",""shopping bags"""
1368,24-01-2015,"""butter milk"",""shopping bags"",""chicken"",""curd"",""candy"",""tropical fruit"",""butter"",""snack products"",""red/blush wine"",""whipped/sour cream"",""pip fruit"",""whole milk"",""canned beer"",""whole milk"",""packaged fruit/vegetables"",""butter"""
1369,11-11-2015,"""pork"",""misc. beverages"",""pip fruit"",""frozen meals"",""rice"",""grapes"",""pastry"",""canned beer"",""soda"""
1370,20-06-2015,"""turkey"",""frozen meals"",""frankfurter"",""pork"",""tropical fruit"",""newspapers"",""tidbits"",""root vegetables"",""curd"",""rolls/buns"",""coffee"",""white wine"",""sauces"""
1371,18-08-2015,"""cream cheese "",""white wine"",""specialty bar"",""yogurt"",""beverages"",""margarine"",""whipped/sour cream"""
1372,02-07-2015,"""tropical fruit"",""other vegetables"",""dessert"",""frozen vegetables"",""citrus fruit"",""male cosmetics"",""female sanitary products"",""herbs"",""yogurt"",""cake bar"",""pot plants"",""flour"",""oil"",""salt"",""domestic eggs"",""chocolate"""
1373,23-07-2015,"""citrus fruit"",""tropical fruit"",""bottled water"",""rolls/buns"",""root vegetables"",""napkins"""
1374,22-07-2015,"""frankfurter"",""citrus fruit"",""canned beer"",""pork"",""sausage"",""sausage"",""whole milk"",""pork"",""newspapers"",""liquor (appetizer)"",""beverages"",""whipped/sour cream"",""waffles"",""root vegetables"",""margarine"",""whole milk"",""pickled vegetables"",""pastry"",""pastry"",""red/blush wine"",""sugar"""
1375,04-01-2015,"""whipped/sour cream"",""sausage"",""root vegetables"",""pip fruit"",""citrus fruit"",""root vegetables"",""specialty chocolate"",""other vegetables"",""chewing gum"",""condensed milk"",""pastry"",""specialty bar"",""pip fruit"",""sauces"",""dessert"",""pot plants"""
1376,28-09-2015,"""tropical fruit"",""pip fruit"",""frankfurter"",""beef"",""whole milk"",""fruit/vegetable juice"",""bottled beer"",""whole milk"",""whipped/sour cream"",""other vegetables"",""brown bread"",""specialty bar"",""soda"",""bottled beer"",""chocolate"""
1377,20-12-2015,"""sausage"",""other vegetables"",""butter"",""whole milk"",""curd"",""pip fruit"",""rolls/buns"",""seasonal products"",""dishes"",""margarine"",""bottled water"""
1378,02-12-2015,"""sausage"",""yogurt"",""chicken"",""pork"",""whole milk"",""pip fruit"",""hamburger meat"",""rolls/buns"",""frozen vegetables"",""yogurt"",""soda"",""brown bread"",""whole milk"",""whole milk"",""rolls/buns"",""oil"",""specialty vegetables"",""napkins"""
1379,16-04-2015,"""sausage"",""whole milk"",""citrus fruit"",""canned beer"",""other vegetables"",""pip fruit"",""pork"",""bottled beer"",""butter"",""other vegetables"",""soda"",""pip fruit"",""yogurt"",""herbs"",""red/blush wine"",""candy"",""cream cheese """
1380,14-03-2015,"""tropical fruit"",""bottled water"",""sausage"",""sausage"",""whole milk"",""curd"",""root vegetables"",""whole milk"",""long life bakery product"",""frozen fish"",""house keeping products"",""cocoa drinks"",""pip fruit"",""whole milk"",""soda"",""margarine"",""shopping bags"""
1381,07-01-2015,"""pip fruit"",""soda"",""grapes"",""beef"",""semi-finished bread"",""frozen potato products"",""dishes"",""brown bread"",""bottled water"",""other vegetables"",""rolls/buns"",""chocolate marshmallow"",""bottled water"",""soft cheese"""
1382,28-01-2015,"""citrus fruit"",""sausage"",""frozen meals"",""specialty bar"",""long life bakery product"",""soda"",""softener"",""domestic eggs"",""margarine"""
1383,24-03-2015,"""hamburger meat"",""frankfurter"",""domestic eggs"",""red/blush wine"",""frozen vegetables"",""rolls/buns"",""salty snack"""
1384,19-06-2015,"""other vegetables"",""sausage"",""butter milk"",""pip fruit"",""chocolate marshmallow"",""berries"",""hard cheese"",""shopping bags"",""frozen vegetables"",""whipped/sour cream"",""pastry"",""organic products"",""baking powder"",""shopping bags"""
1385,01-06-2015,"""ham"",""sausage"",""tropical fruit"",""yogurt"",""bottled water"",""bottled beer"",""cream cheese """
1386,31-07-2015,"""ham"",""frozen meals"",""bottled beer"",""domestic eggs"",""soda"",""white wine"",""bottled water"",""soda"",""butter milk"",""margarine"",""long life bakery product"",""bottled water"",""cat food"",""pasta"",""specialty chocolate"""
1387,26-03-2015,"""butter"",""chicken"",""beef"",""whole milk"",""canned fish"",""rolls/buns"",""whipped/sour cream"",""yogurt"",""cream cheese """
1388,29-06-2015,"""napkins"",""whole milk"",""other vegetables"",""rolls/buns"",""pot plants"""
1389,08-06-2015,"""meat"",""oil"",""specialty chocolate"",""whole milk"",""other vegetables"",""margarine"",""pasta"",""specialty cheese"",""soda"",""pasta"",""long life bakery product"""
1390,12-06-2015,"""sausage"",""beef"",""whole milk"",""tropical fruit"",""finished products"",""yogurt"",""margarine"",""butter milk"",""curd"",""tropical fruit"",""pastry"",""whole milk"",""fruit/vegetable juice"",""pip fruit"",""sugar"",""brown bread"",""fruit/vegetable juice"",""brown bread"",""pot plants"",""misc. beverages"""
1391,15-10-2015,"""sausage"",""frankfurter"",""beef"",""beef"",""chicken"",""beef"",""female sanitary products"",""salt"",""male cosmetics"",""root vegetables"",""salty snack"""
1392,08-01-2015,"""root vegetables"",""ham"",""berries"",""red/blush wine"",""frozen meals"",""whipped/sour cream"",""salty snack"""
1393,26-03-2015,"""sausage"",""yogurt"",""pastry"",""citrus fruit"",""misc. beverages"",""pastry"",""bottled beer"",""candles"",""rolls/buns"",""curd"",""male cosmetics"",""whole milk"",""baking powder"""
1394,01-07-2015,"""sausage"",""other vegetables"",""pastry"",""dessert"",""soda"""
1395,13-02-2015,"""meat"",""whole milk"",""tropical fruit"",""fruit/vegetable juice"",""whipped/sour cream"""
1396,31-01-2015,"""sausage"",""frankfurter"",""root vegetables"",""frankfurter"",""other vegetables"",""root vegetables"",""berries"",""curd"",""citrus fruit"",""whole milk"",""soda"",""cat food"",""rolls/buns"",""misc. beverages"",""whole milk"",""pasta"",""coffee"",""sweet spreads"",""bottled beer"""
1397,03-08-2015,"""coffee"",""canned beer"",""brandy"",""root vegetables"",""bottled water"",""waffles"",""cat food"",""grapes"",""yogurt"",""soda"",""dishes"",""chocolate"",""light bulbs"",""soda"""
1398,02-08-2015,"""sausage"",""pip fruit"",""other vegetables"",""mustard"",""hard cheese"",""whole milk"""
1399,23-10-2015,"""beef"",""ham"",""whole milk"",""root vegetables"",""white bread"",""newspapers"",""shopping bags"",""other vegetables"",""UHT-milk"",""hard cheese"",""frozen vegetables"",""cream cheese "",""whipped/sour cream"""
1400,27-09-2015,"""berries"",""nuts/prunes"",""pip fruit"",""chicken"",""berries"",""ice cream"",""ham"",""butter"",""root vegetables"",""oil"",""white wine"",""white wine"",""salty snack"",""other vegetables"",""fruit/vegetable juice"",""whole milk"",""shopping bags"",""pastry"",""cat food"",""yogurt"",""newspapers"""
1401,13-05-2015,"""frozen meals"",""coffee"",""detergent"",""rolls/buns"",""ham"",""yogurt"",""other vegetables"",""whole milk"",""whole milk"",""chicken"",""pip fruit"",""whole milk"",""bottled beer"",""domestic eggs"""
1402,22-05-2015,"""rolls/buns"",""turkey"",""misc. beverages"",""beef"",""bottled beer"",""grapes"",""butter"",""bottled water"",""waffles"",""margarine"",""dessert"",""potato products"",""seasonal products"",""frozen vegetables"""
1403,14-03-2015,"""frankfurter"",""rolls/buns"",""photo/film"",""root vegetables"",""soda"",""grapes"",""bottled beer"",""sausage"",""yogurt"",""other vegetables"",""salty snack"",""shopping bags"",""specialty bar"",""other vegetables"",""Instant food products"",""domestic eggs"",""bottled water"",""newspapers"",""frozen vegetables"",""bottled beer"""
1404,02-05-2015,"""sausage"",""hamburger meat"",""newspapers"",""rolls/buns"",""cream"""
1405,20-11-2015,"""pip fruit"",""salt"",""whole milk"",""cream cheese "",""salty snack"",""bottled water"",""bottled water"""
1406,07-07-2015,"""coffee"",""coffee"",""ham"",""canned beer"",""meat"",""dessert"",""root vegetables"",""frozen vegetables"",""salt"",""specialty bar"",""shopping bags"",""flower (seeds)"",""bottled beer"""
1407,17-02-2015,"""soda"",""citrus fruit"",""whole milk"",""butter milk"",""tropical fruit"",""domestic eggs"",""soda"",""candy"",""semi-finished bread"",""bottled water"",""chewing gum"",""semi-finished bread"",""candy"",""artif. sweetener"",""ice cream"""
1408,07-02-2015,"""fruit/vegetable juice"",""whole milk"",""herbs"",""coffee"",""dishes"""
1409,24-10-2015,"""meat"",""pip fruit"",""tropical fruit"",""sausage"",""canned beer"",""frozen vegetables"",""cat food"",""newspapers"",""bottled water"",""waffles"",""soda"",""semi-finished bread"""
1410,08-07-2015,"""pip fruit"",""pip fruit"",""yogurt"",""hamburger meat"",""sliced cheese"",""newspapers"",""brown bread"",""dessert"",""cream cheese "",""candy"",""curd"",""chocolate"""
1411,25-02-2015,"""other vegetables"",""other vegetables"",""tropical fruit"",""red/blush wine"",""rolls/buns"",""liquor"",""whole milk"",""whole milk"",""root vegetables"",""frozen meals"",""seasonal products"",""butter milk"",""canned fruit"",""softener"""
1412,19-06-2015,"""frankfurter"",""chicken"",""red/blush wine"",""citrus fruit"",""yogurt"",""grapes"",""detergent"",""tropical fruit"",""cream cheese "",""chocolate"",""rolls/buns"",""other vegetables"",""chocolate"""
1413,21-05-2015,"""long life bakery product"",""pastry"",""soda"",""other vegetables"",""butter milk"",""liquor"",""fruit/vegetable juice"",""brown bread"",""dessert"",""shopping bags"",""Instant food products"",""chewing gum"""
1414,30-06-2015,"""tropical fruit"",""coffee"",""liqueur"",""butter"",""butter"",""chocolate"",""frozen fruits"""
1415,18-06-2015,"""whole milk"",""pip fruit"",""dog food"",""bottled beer"",""soft cheese"",""packaged fruit/vegetables"",""pastry"",""rolls/buns"",""domestic eggs"""
1416,15-06-2015,"""canned beer"",""margarine"",""rolls/buns"",""rolls/buns"",""UHT-milk"",""rolls/buns"",""cling film/bags"""
1417,24-09-2015,"""soda"",""yogurt"",""other vegetables"",""rolls/buns"",""frozen vegetables"",""chocolate marshmallow"",""red/blush wine"",""domestic eggs"",""other vegetables"",""pip fruit"",""fruit/vegetable juice"",""hygiene articles"""
1418,11-05-2015,"""rolls/buns"",""margarine"",""shopping bags"",""brown bread"",""semi-finished bread"",""other vegetables"",""other vegetables"",""canned beer"",""pastry"",""bottled water"",""bottled beer"",""pastry"",""flower (seeds)"""
1419,03-02-2015,"""bags"",""hamburger meat"",""root vegetables"",""canned beer"",""specialty bar"",""bottled beer"",""yogurt"",""coffee"",""other vegetables"",""canned beer"",""misc. beverages"",""instant coffee"",""pickled vegetables"",""soda"",""yogurt"",""cling film/bags"""
1420,29-06-2015,"""rolls/buns"",""rolls/buns"",""whole milk"",""rolls/buns"",""red/blush wine"",""soda"",""salty snack"""
1421,18-04-2015,"""whole milk"",""photo/film"",""pork"",""rolls/buns"",""grapes"",""whole milk"",""coffee"",""whole milk"",""yogurt"",""domestic eggs"",""whipped/sour cream"",""domestic eggs"",""rolls/buns"",""whole milk"""
1422,21-12-2015,"""soda"",""ham"",""frankfurter"",""whole milk"",""canned beer"",""soda"",""butter milk"",""domestic eggs"",""pastry"",""other vegetables"",""sliced cheese"",""canned beer"",""soda"",""misc. beverages"""
1423,02-11-2015,"""beef"",""pork"",""nut snack"",""rolls/buns"",""house keeping products"",""bottled water"",""seasonal products"""
1424,11-04-2015,"""spread cheese"",""onions"",""UHT-milk"",""cream cheese "",""specialty chocolate"",""pastry"",""other vegetables"",""canned beer"",""cream cheese "",""rolls/buns"",""waffles"",""sugar"""
1425,25-06-2015,"""citrus fruit"",""grapes"",""soda"",""beef"",""beef"",""tropical fruit"",""beef"",""whole milk"",""pastry"",""specialty cheese"",""dog food"",""chocolate"",""frozen potato products"",""shopping bags"",""yogurt"",""candy"",""frozen vegetables"""
1426,05-09-2015,"""canned beer"",""bottled water"",""butter"",""sausage"",""yogurt"",""citrus fruit"",""rolls/buns"",""frozen vegetables"",""soda"",""whole milk"",""ice cream"",""soups"",""frozen meals"",""softener"",""oil"",""canned vegetables"""
1427,23-02-2015,"""rolls/buns"",""root vegetables"",""tropical fruit"",""pastry"",""jam"",""pip fruit"",""chocolate"",""detergent"",""cake bar"",""rice"""
1428,03-03-2015,"""pip fruit"",""rolls/buns"",""candy"",""whole milk"",""rolls/buns"",""yogurt"",""long life bakery product"",""cake bar"",""soda"",""canned vegetables"",""cat food"""
1429,07-11-2015,"""other vegetables"",""canned beer"",""pip fruit"",""long life bakery product"",""fruit/vegetable juice"",""sugar"",""berries"",""rolls/buns"",""UHT-milk"",""bottled water"""
1430,10-08-2015,"""frankfurter"",""nuts/prunes"",""butter"",""rolls/buns"",""other vegetables"",""newspapers"",""soda"",""bottled beer"",""citrus fruit"",""red/blush wine"",""snack products"""
1431,27-07-2015,"""citrus fruit"",""sausage"",""UHT-milk"",""white bread"",""tropical fruit"",""whole milk"",""tropical fruit"",""soda"",""sliced cheese"",""light bulbs"",""dishes"",""baking powder"",""rolls/buns"",""yogurt"",""rolls/buns"",""rolls/buns"",""frozen meals"",""frozen dessert"",""liquor (appetizer)"",""sugar"""
1432,20-06-2015,"""pip fruit"",""snack products"""
1433,24-09-2015,"""tropical fruit"",""long life bakery product"",""bottled water"",""bottled water"""
1434,15-02-2015,"""frankfurter"",""rolls/buns"",""citrus fruit"",""canned beer"",""beef"",""soda"",""other vegetables"",""yogurt"",""yogurt"",""hamburger meat"",""white wine"",""canned beer"",""soft cheese"",""waffles"",""salt"",""cake bar"""
1435,17-07-2015,"""pip fruit"",""dessert"",""domestic eggs"",""finished products"",""butter"",""whole milk"",""candles"",""whole milk"",""root vegetables"",""canned beer"""
1436,23-03-2015,"""canned beer"",""other vegetables"",""pastry"",""root vegetables"",""other vegetables"",""pastry"",""soft cheese"",""margarine"""
1437,21-04-2015,"""pork"",""whole milk"",""other vegetables"",""whole milk"",""sauces"",""chocolate"",""hard cheese"""
1438,17-09-2015,"""rolls/buns"",""whole milk"",""brown bread"",""whole milk"",""rolls/buns"",""frozen meals"",""sausage"",""beef"",""tropical fruit"",""tropical fruit"",""yogurt"",""root vegetables"",""misc. beverages"",""pastry"",""whole milk"",""herbs"",""yogurt"",""frozen vegetables"",""whole milk"",""other vegetables"",""domestic eggs"",""coffee"",""other vegetables"",""white wine"",""bottled beer"",""rolls/buns"",""hard cheese"",""misc. beverages"""
1439,08-05-2015,"""canned beer"",""Instant food products"",""root vegetables"",""rolls/buns"",""fruit/vegetable juice"",""white bread"",""dog food"",""packaged fruit/vegetables"",""semi-finished bread"""
1440,25-01-2015,"""citrus fruit"",""pork"",""oil"",""whipped/sour cream"",""whole milk"",""yogurt"",""yogurt"",""other vegetables"",""whole milk"",""candy"""
1441,20-11-2015,"""frozen fish"",""frankfurter"",""frankfurter"",""pork"",""pip fruit"",""tropical fruit"",""root vegetables"",""bottled water"",""sugar"",""cat food"",""other vegetables"",""root vegetables"",""soda"",""whole milk"",""yogurt"""
1442,03-11-2015,"""tropical fruit"",""roll products "",""sausage"",""whole milk"",""pork"",""rolls/buns"",""tropical fruit"",""yogurt"",""rolls/buns"",""napkins"",""rolls/buns"""
1443,14-02-2015,"""beverages"",""hamburger meat"",""beef"",""white bread"",""frozen meals"",""candles"",""whole milk"",""pastry"",""red/blush wine"",""white wine"",""whipped/sour cream"""
1444,17-01-2015,"""sausage"",""beef"",""root vegetables"",""soda"",""bottled beer"",""white wine"",""whole milk"",""soft cheese"""
1445,16-01-2015,"""whole milk"",""canned beer"",""yogurt"",""honey"",""UHT-milk"",""other vegetables"",""soda"",""ketchup"",""salty snack"",""coffee"",""butter"""
1446,07-12-2015,"""sausage"",""coffee"",""bottled beer"",""other vegetables"",""dessert"",""domestic eggs"",""other vegetables"",""bottled beer"",""whole milk"",""other vegetables"",""zwieback"",""cream cheese "",""canned beer"",""curd"",""bottled water"",""waffles"",""waffles"""
1447,22-11-2015,"""whole milk"",""tropical fruit"",""pork"",""frozen meals"",""bottled beer"",""UHT-milk"",""hamburger meat"",""UHT-milk"""
1448,26-12-2015,"""sausage"",""other vegetables"",""soda"",""liquor (appetizer)"",""hard cheese"",""fruit/vegetable juice"",""coffee"",""dishes"""
1449,07-03-2015,"""pastry"",""pork"",""yogurt"",""root vegetables"",""beef"",""brown bread"",""herbs"",""frozen vegetables"",""frozen meals"",""whole milk"",""whole milk"",""brown bread"",""salty snack"",""white bread"",""detergent"",""butter milk"",""bottled water"""
